Date,Unemployment Rate,State,varb,Real Per Capita Personal Income
2019-06-01,2.6,UT,Unemployment Rate,
2019-07-01,2.5,UT,Unemployment Rate,
2019-08-01,2.5,UT,Unemployment Rate,
2019-09-01,2.5,UT,Unemployment Rate,
2019-10-01,2.4,UT,Unemployment Rate,
2019-11-01,2.4,UT,Unemployment Rate,
2019-12-01,2.4,UT,Unemployment Rate,
2020-01-01,2.5,UT,Unemployment Rate,
2020-02-01,2.5,UT,Unemployment Rate,
2020-03-01,3.8,UT,Unemployment Rate,
2020-04-01,10.4,UT,Unemployment Rate,
2020-05-01,8.6,UT,Unemployment Rate,
2020-06-01,5.3,UT,Unemployment Rate,
2020-07-01,4.5,UT,Unemployment Rate,
2020-08-01,4.1,UT,Unemployment Rate,
2020-09-01,5.0,UT,Unemployment Rate,
2020-10-01,4.1,UT,Unemployment Rate,
2014-01-01,,UT,Real Per Capita Personal Income,38759.0
2015-01-01,,UT,Real Per Capita Personal Income,41220.0
2016-01-01,,UT,Real Per Capita Personal Income,42532.0
2017-01-01,,UT,Real Per Capita Personal Income,43478.0
2018-01-01,,UT,Real Per Capita Personal Income,44618.0
2019-01-01,2.4,VT,Unemployment Rate,
2019-02-01,2.3,VT,Unemployment Rate,
2019-03-01,2.3,VT,Unemployment Rate,
2019-04-01,2.3,VT,Unemployment Rate,
2019-05-01,2.3,VT,Unemployment Rate,
2019-06-01,2.4,VT,Unemployment Rate,
2019-07-01,2.4,VT,Unemployment Rate,
2019-08-01,2.4,VT,Unemployment Rate,
2019-09-01,2.4,VT,Unemployment Rate,
2019-10-01,2.4,VT,Unemployment Rate,
2019-11-01,2.4,VT,Unemployment Rate,
2019-12-01,2.4,VT,Unemployment Rate,
2020-01-01,2.4,VT,Unemployment Rate,
2020-02-01,2.4,VT,Unemployment Rate,
2020-03-01,3.1,VT,Unemployment Rate,
2020-04-01,16.5,VT,Unemployment Rate,
2020-05-01,12.8,VT,Unemployment Rate,
2020-06-01,9.5,VT,Unemployment Rate,
2020-07-01,8.3,VT,Unemployment Rate,
2020-08-01,4.8,VT,Unemployment Rate,
2020-09-01,4.3,VT,Unemployment Rate,
2020-10-01,3.2,VT,Unemployment Rate,
2014-01-01,,VT,Real Per Capita Personal Income,45415.0
2015-01-01,,VT,Real Per Capita Personal Income,46924.0
2016-01-01,,VT,Real Per Capita Personal Income,47703.0
2017-01-01,,VT,Real Per Capita Personal Income,47747.0
2018-01-01,,VT,Real Per Capita Personal Income,49001.0
2019-01-01,3.0,VA,Unemployment Rate,
2019-02-01,3.0,VA,Unemployment Rate,
2019-03-01,2.9,VA,Unemployment Rate,
2019-04-01,2.9,VA,Unemployment Rate,
2019-05-01,2.8,VA,Unemployment Rate,
2019-06-01,2.8,VA,Unemployment Rate,
2019-07-01,2.7,VA,Unemployment Rate,
2019-08-01,2.7,VA,Unemployment Rate,
2019-09-01,2.7,VA,Unemployment Rate,
2019-10-01,2.7,VA,Unemployment Rate,
2019-11-01,2.7,VA,Unemployment Rate,
2019-12-01,2.7,VA,Unemployment Rate,
2020-01-01,2.7,VA,Unemployment Rate,
2020-02-01,2.6,VA,Unemployment Rate,
2020-03-01,3.3,VA,Unemployment Rate,
2020-04-01,11.2,VA,Unemployment Rate,
2020-05-01,9.0,VA,Unemployment Rate,
2020-06-01,8.1,VA,Unemployment Rate,
2020-07-01,7.9,VA,Unemployment Rate,
2020-08-01,6.1,VA,Unemployment Rate,
2020-09-01,6.2,VA,Unemployment Rate,
2020-10-01,5.3,VA,Unemployment Rate,
2014-01-01,,VA,Real Per Capita Personal Income,48137.0
2015-01-01,,VA,Real Per Capita Personal Income,50145.0
2016-01-01,,VA,Real Per Capita Personal Income,50577.0
2017-01-01,,VA,Real Per Capita Personal Income,51376.0
2018-01-01,,VA,Real Per Capita Personal Income,52704.0
2019-01-01,4.5,WA,Unemployment Rate,
2019-02-01,4.5,WA,Unemployment Rate,
2019-03-01,4.5,WA,Unemployment Rate,
2019-04-01,4.4,WA,Unemployment Rate,
2019-05-01,4.4,WA,Unemployment Rate,
2019-06-01,4.3,WA,Unemployment Rate,
2019-07-01,4.2,WA,Unemployment Rate,
2019-08-01,4.2,WA,Unemployment Rate,
2019-09-01,4.1,WA,Unemployment Rate,
2019-10-01,4.0,WA,Unemployment Rate,
2019-11-01,4.0,WA,Unemployment Rate,
2019-12-01,4.0,WA,Unemployment Rate,
2020-01-01,3.9,WA,Unemployment Rate,
2020-02-01,3.8,WA,Unemployment Rate,
2020-03-01,5.1,WA,Unemployment Rate,
2020-04-01,16.3,WA,Unemployment Rate,
2020-05-01,15.1,WA,Unemployment Rate,
2020-06-01,10.0,WA,Unemployment Rate,
2020-07-01,10.2,WA,Unemployment Rate,
2020-08-01,8.4,WA,Unemployment Rate,
2020-09-01,8.3,WA,Unemployment Rate,
2020-10-01,6.0,WA,Unemployment Rate,
2014-01-01,,WA,Real Per Capita Personal Income,47801.0
2015-01-01,,WA,Real Per Capita Personal Income,49770.0
2016-01-01,,WA,Real Per Capita Personal Income,50754.0
2017-01-01,,WA,Real Per Capita Personal Income,51973.0
2018-01-01,,WA,Real Per Capita Personal Income,53502.0
2019-01-01,4.9,WV,Unemployment Rate,
2019-02-01,4.8,WV,Unemployment Rate,
2019-03-01,4.8,WV,Unemployment Rate,
2019-04-01,4.7,WV,Unemployment Rate,
2019-05-01,4.7,WV,Unemployment Rate,
2019-06-01,4.7,WV,Unemployment Rate,
2019-07-01,4.8,WV,Unemployment Rate,
2019-08-01,4.9,WV,Unemployment Rate,
2019-09-01,5.0,WV,Unemployment Rate,
2019-10-01,5.1,WV,Unemployment Rate,
2019-11-01,5.1,WV,Unemployment Rate,
2019-12-01,5.1,WV,Unemployment Rate,
2020-01-01,5.0,WV,Unemployment Rate,
2020-02-01,4.9,WV,Unemployment Rate,
2020-03-01,6.0,WV,Unemployment Rate,
2020-04-01,15.9,WV,Unemployment Rate,
2020-05-01,12.9,WV,Unemployment Rate,
2020-06-01,10.5,WV,Unemployment Rate,
2020-07-01,10.0,WV,Unemployment Rate,
2020-08-01,8.9,WV,Unemployment Rate,
2020-09-01,8.6,WV,Unemployment Rate,
2020-10-01,6.4,WV,Unemployment Rate,
2014-01-01,,WV,Real Per Capita Personal Income,39923.0
2015-01-01,,WV,Real Per Capita Personal Income,40468.0
2016-01-01,,WV,Real Per Capita Personal Income,40531.0
2017-01-01,,WV,Real Per Capita Personal Income,41967.0
2018-01-01,,WV,Real Per Capita Personal Income,43268.0
2019-01-01,3.1,WI,Unemployment Rate,
2019-02-01,3.2,WI,Unemployment Rate,
2019-03-01,3.2,WI,Unemployment Rate,
2019-04-01,3.3,WI,Unemployment Rate,
2019-05-01,3.3,WI,Unemployment Rate,
2019-06-01,3.4,WI,Unemployment Rate,
2019-07-01,3.4,WI,Unemployment Rate,
2019-08-01,3.4,WI,Unemployment Rate,
2019-09-01,3.4,WI,Unemployment Rate,
2019-10-01,3.5,WI,Unemployment Rate,
2019-11-01,3.5,WI,Unemployment Rate,
2019-12-01,3.5,WI,Unemployment Rate,
2020-01-01,3.5,WI,Unemployment Rate,
2020-02-01,3.5,WI,Unemployment Rate,
2020-03-01,3.1,WI,Unemployment Rate,
2020-04-01,13.6,WI,Unemployment Rate,
2020-05-01,12.1,WI,Unemployment Rate,
2020-06-01,8.6,WI,Unemployment Rate,
2020-07-01,7.1,WI,Unemployment Rate,
2020-08-01,6.3,WI,Unemployment Rate,
2020-09-01,5.4,WI,Unemployment Rate,
2020-10-01,5.7,WI,Unemployment Rate,
2014-01-01,,WI,Real Per Capita Personal Income,46897.0
2015-01-01,,WI,Real Per Capita Personal Income,48833.0
2016-01-01,,WI,Real Per Capita Personal Income,49518.0
2017-01-01,,WI,Real Per Capita Personal Income,50540.0
2018-01-01,,WI,Real Per Capita Personal Income,52182.0
2019-01-01,3.5,WY,Unemployment Rate,
2019-02-01,3.5,WY,Unemployment Rate,
2019-03-01,3.4,WY,Unemployment Rate,
2019-04-01,3.5,WY,Unemployment Rate,
2019-05-01,3.5,WY,Unemployment Rate,
2019-06-01,3.6,WY,Unemployment Rate,
2019-07-01,3.7,WY,Unemployment Rate,
2019-08-01,3.7,WY,Unemployment Rate,
2019-09-01,3.7,WY,Unemployment Rate,
2019-10-01,3.7,WY,Unemployment Rate,
2019-11-01,3.7,WY,Unemployment Rate,
2019-12-01,3.7,WY,Unemployment Rate,
2020-01-01,3.7,WY,Unemployment Rate,
2020-02-01,3.7,WY,Unemployment Rate,
2020-03-01,3.8,WY,Unemployment Rate,
2020-04-01,9.6,WY,Unemployment Rate,
2020-05-01,8.8,WY,Unemployment Rate,
2020-06-01,7.6,WY,Unemployment Rate,
2020-07-01,7.1,WY,Unemployment Rate,
2020-08-01,6.6,WY,Unemployment Rate,
2020-09-01,6.1,WY,Unemployment Rate,
2020-10-01,5.5,WY,Unemployment Rate,
2014-01-01,,WY,Real Per Capita Personal Income,57058.0
2015-01-01,,WY,Real Per Capita Personal Income,57604.0
2016-01-01,,WY,Real Per Capita Personal Income,54891.0
2017-01-01,,WY,Real Per Capita Personal Income,56541.0
2018-01-01,,WY,Real Per Capita Personal Income,60458.0
